0.0		HH
0.46153		HH
0.92307		HH+KD
1.38461		HH
1.84615		HH
2.30769		HH
2.76923		HH+KD
3.23076		HH
3.69230		HH
4.15384		HH
4.61538		HH+KD
5.07692		HH
5.53846		HH
6.0		HH
6.46153		HH+KD
6.92307		HH
7.38461		HH
7.84615		HH
8.30769		HH+KD
8.76923		HH
9.23076		HH
9.69230		HH
10.1538		HH+KD
10.6153		HH
11.0769		HH
11.5384		HH
12.0		HH+KD
12.4615		HH
12.9230		SD
13.3846		SD
13.8461		REST
14.3076		SD
14.7692		HH
15.2307		HH
15.6923		HH+KD+SD
16.1538		HH
16.6153		HH
17.0769		HH
17.5384		HH+KD+SD
18.0		HH
18.4615		HH
18.9230		HH
19.3846		HH+KD+SD
19.8461		HH
20.3076		HH
20.7692		HH
21.2307		HH+KD+SD
21.6923		HH
22.1538		HH
22.6153		HH
23.0769		HH+KD+SD
23.5384		HH
24.0		HH
24.4615		HH
24.9230		HH+KD+SD
25.3846		HH
25.8461		HH
26.3076		HH
26.7692		HH+KD+SD
27.2307		HH
27.6923		HH
28.1538		HH
28.6153		FT
29.0769		FT
29.5384		HH
30.0		HH
30.4615		HH+KD+SD
30.9230		HH
31.3846		HH
31.8461		HH
32.3076		HH+KD+SD
32.7692		HH
33.2307		HH
33.6923		HH
34.1538		HH+KD+SD
34.6153		HH
35.0769		HH
35.5384		HH
36.0		HH+KD+SD
36.4615		HH
36.9230		HH
37.3846		HH
37.8461		HH+KD+SD
38.3076		HH
38.7692		HH
39.2307		HH
39.6923		HH+KD+SD
40.1538		HH
40.6153		HH
41.0769		HH
41.5384		HH+KD+SD
42.0		HH
42.4615		HH
42.9230		HH
43.3846		FT
43.8461		FT
44.3076		HH
44.7692		HH
45.2307		HH+KD+SD
45.6923		HH
46.1538		HH
46.6153		HH
47.0769		HH+KD+SD
47.5384		HH
48.0		HH
48.4615		HH
48.9230		HH+KD+SD
49.3846		HH
49.8461		HH
50.3076		HH
50.7692		HH+KD+SD
51.2307		HH
51.6923		HH
52.1538		HH
52.6153		HH+KD+SD
53.0769		HH
53.5384		HH
54.0		HH
54.4615		HH+KD+SD
54.9230		HH
55.3846		HH
55.8461		HH
56.3076		HH+KD+SD
56.7692		HH
57.2307		HH
57.6923		HH
58.1538		HH+KD+SD
58.6153		HH+KD+SD
59.0769		HH
59.5384		HH
60.0		HH+KD+SD
60.4615		HH
60.9230		HH
61.3846		HH
61.8461		HH+KD+SD
62.3076		HH
62.7692		HH
63.2307		HH
63.6923		HH+KD+SD
64.1538		HH
64.6153		HH
65.0769		HH
65.5384		HH+KD+SD
66.0		HH
66.4615		HH
66.9230		HH
67.3846		HH+KD+SD
67.8461		HH
68.3076		HH
68.7692		HH
69.2307		HH+KD+SD
69.6923		HH
70.1538		HH
70.6153		HH
71.0769		HH+KD+SD
71.5384		HH
72.0		HH
72.4615		HH
72.9230		HH+KD+SD
73.3846		HH
73.8461		HH
74.3076		HH
74.7692		HH+KD+SD
75.2307		HH
75.6923		HH
76.1538		HH
76.6153		HH+KD+SD
77.0769		HH
77.5384		HH
78.0		HH
78.4615		HH+KD+SD
78.9230		HH
79.3846		HH
79.8461		HH
80.3076		HH+KD+SD
80.7692		HH
81.2307		HH
81.6923		HH
82.1538		HH+KD+SD
82.6153		HH
83.0769		HH
83.5384		HH
84.0		HH+KD+SD
84.4615		HH
84.9230		HH
85.3846		HH
85.8461		HH+KD+SD
86.3076		HH
86.7692		SD
87.2307		SD
87.6923		SD
87.9230		SD
88.1538		SD
88.6153		HH
89.0769		HH
89.5384		HH+KD+SD
90.0		HH
90.4615		HH
90.9230		HH
91.3846		HH+KD+SD
91.8461		HH
92.3076		HH
92.7692		HH
93.2307		HH+KD+SD
93.6923		HH
94.1538		HH
94.6153		HH
95.0769		HH+KD+SD
95.5384		HH
96.0		HH
96.4615		HH
96.9230		HH+KD+SD
97.3846		HH
97.8461		HH
98.3076		HH
98.7692		HH+KD+SD
99.2307		HH
99.6923		HH
100.153		HH
100.615		FT
101.076		FT
101.538		CY+KD
102.0		REST
102.461		REST
