0.0		CY+KD
0.34482		CY
0.68965		CY+SD
1.03448		CY
1.37931		CY+KD
1.72413		CY+KD
2.06896		CY+SD
2.41379		CY
2.75862		CY+KD
3.10344		CY
3.44827		CY+SD
3.79310		CY
4.13793		CY+KD
4.48275		CY+KD
4.82758		CY+SD
5.17241		CY
5.51724		CY+KD
5.86206		CY
6.20689		CY+SD
6.55172		CY
6.89655		CY+KD
7.24137		CY+KD
7.58620		CY+SD
7.93103		CY
8.27586		CY+KD
8.62068		CY+KD
8.96551		CY+SD
9.31034		CY
9.65517		CY+KD
10.0		CY+KD
10.3448		CY+SD
10.6896		CY
11.0344		CY+KD
11.3793		CY
11.7241		CY+SD
12.0689		CY
12.4137		CY+KD
12.7586		CY+KD
13.1034		CY+SD
13.4482		CY
13.7931		CY+KD
14.1379		CY
14.4827		CY+SD
14.8275		CY
15.1724		CY+KD
15.5172		CY+KD
15.8620		CY+SD
16.2068		CY
16.5517		CY+KD
16.8965		CY
17.2413		CY+SD
17.5862		CY
17.9310		CY+KD
18.2758		CY+KD
18.6206		CY+SD
18.9655		CY
19.3103		CY+KD
19.6551		CY
20.0		CY+SD
20.3448		CY
20.6896		SD
21.0344		SD
21.3793		SD
21.7241		SD
22.0689		HH+KD
22.4137		HH+KD
22.7586		HH+SD
23.1034		HH
23.4482		HH+KD
23.7931		HH+KD
24.1379		HH+SD
24.4827		HH
24.8275		HH+KD
25.1724		HH+KD
25.5172		HH+SD
25.8620		HH
26.2068		HH+KD
26.5517		HH+KD
26.8965		HH+SD
27.2413		HH
27.5862		HH+KD
27.9310		HH+KD
28.2758		HH+SD
28.6206		HH
28.9655		HH+KD
29.3103		HH+KD
29.6551		HH+SD
30.0		HH
30.3448		HH+KD
30.6896		HH+KD
31.0344		HH+SD
31.3793		HH
31.7241		HH+KD
32.0689		HH+KD
32.4137		HH+SD
32.7586		HH
33.1034		HH+KD
33.4482		HH+KD
33.7931		HH+SD
34.1379		HH
34.4827		HH+KD
34.8275		HH+KD
35.1724		HH+SD
35.5172		HH
35.8620		HH+KD
36.2068		HH+KD
36.5517		HH+SD
36.8965		HH
37.2413		HH+KD
37.5862		HH+KD
37.9310		HH+SD
38.2758		HH
38.6206		HH+KD
38.9655		HH+KD
39.3103		HH+SD
39.6551		HH
40.0		HH+KD
40.3448		HH+KD
40.6896		HH+SD
41.0344		HH
41.3793		HH+KD
41.7241		HH+KD
42.0689		HH+SD
42.4137		HH
42.7586		HH+KD
43.1034		HH+KD
43.4482		HH+SD
43.7931		HH
44.1379		HH+KD
44.4827		HH+KD
44.8275		HH+SD
45.1724		HH
45.5172		HH+KD
45.8620		HH+KD
46.2068		HH+SD
46.5517		HH
46.8965		HH+KD
47.2413		HH+KD
47.5862		HH+SD
47.9310		HH
48.2758		HH+KD
48.6206		HH+KD
48.9655		HH+SD
49.3103		HH
49.6551		HH+KD
50.0		HH+KD
50.3448		HH+SD
50.6896		HH
51.0344		HH+KD
51.3793		HH+KD
51.7241		HH+SD
52.0689		HH
52.4137		HH+KD
52.7586		HH+KD
53.1034		HH+SD
53.4482		HH
53.7931		HH+KD
54.1379		HH+KD
54.4827		HH+SD
54.8275		HH
55.1724		HH+KD
55.5172		HH+KD
55.8620		HH+SD
56.2068		HH
56.5517		HH+KD
