0.0		HH+KD
0.31578		HH
0.63157		HH+KD+SD
0.94736		HH
1.26315		HH+KD
1.57894		HH
1.89473		HH+KD+SD
2.21052		HH
2.52631		HH+KD
2.84210		HH
3.15789		HH+KD+SD
3.47368		HH
3.78947		HH+KD
4.10526		HH
4.42105		HH+KD+SD
4.73684		HH
5.05263		HH+KD
5.36842		HH
5.68421		HH+KD+SD
6.0		HH
6.31578		HH+KD
6.63157		HH
6.94736		HH+KD+SD
7.26315		HH
7.57894		HH+KD
7.89473		HH
8.21052		HH+KD+SD
8.52631		HH
8.84210		HH+KD
9.15789		HH+SD
9.47368		HH+KD+SD
9.78947		HH+SD
10.1052		HH+KD
10.4210		HH
10.7368		HH+KD+SD
11.0526		HH
11.3684		HH+KD
11.6842		HH
12.0		HH+KD+SD
12.3157		HH
12.6315		HH+KD
12.9473		HH
13.2631		HH+KD+SD
13.5789		HH
13.8947		HH+KD
14.2105		HH
14.5263		HH+KD+SD
14.8421		HH
15.1578		HH+KD
15.4736		HH
15.7894		HH+KD+SD
16.1052		HH
16.4210		HH+KD
16.7368		HH
17.0526		HH+KD+SD
17.3684		HH
17.6842		HH+KD
18.0		HH
18.3157		HH+KD+SD
18.6315		HH
18.9473		SD
19.1052		SD
19.2631		SD
19.5789		SD
19.8947		SD
20.2105		HH+KD
20.3684		HH
20.5263		HH
20.6842		HH
20.8421		HH+KD
21.0		HH
21.1578		HH
21.3157		HH
21.4736		HH+KD
21.6315		HH
21.7894		HH
21.9473		HH
22.1052		HH+KD
22.2631		HH
22.4210		HH
22.5789		HH
22.7368		HH+KD
22.8947		HH
23.0526		HH
23.2105		HH
23.3684		HH+KD
23.5263		HH
23.6842		HH
23.8421		HH
24.0		HH+KD
24.3157		HH
24.6315		SD+KD
25.2631		HH+KD
25.4210		HH
25.5789		HH
25.7368		HH
25.8947		HH+KD
26.0526		HH
26.2105		HH
26.3684		HH
26.5263		HH+KD
26.6842		HH
26.8421		HH
27.0		HH
27.1578		HH+KD
27.3157		HH
27.4736		HH
27.6315		HH
27.7894		HH+KD
27.9473		HH
28.1052		HH
28.2631		HH
28.4210		HH+KD
28.5789		HH
28.7368		HH
28.8947		HH
29.0526		HH+KD
29.3684		HH
29.6842		SD+KD
30.3157		HH+KD
30.4736		HH
30.6315		HH
30.7894		HH
30.9473		HH+KD
31.1052		HH
31.2631		HH
31.4210		HH
31.5789		HH+KD
31.7368		HH
31.8947		HH
32.0526		HH
32.2105		HH+KD
32.3684		HH
32.5263		HH
32.6842		HH
32.8421		HH+KD
33.0		HH
33.1578		HH
33.3157		HH
33.4736		HH+KD
33.6315		HH
33.7894		HH
33.9473		HH
34.1052		HH+KD
34.4210		HH
34.7368		SD+KD
35.3684		HH+KD
35.5263		HH
35.6842		HH
35.8421		HH
36.0		HH+KD
36.1578		HH
36.3157		HH
36.4736		HH
36.6315		HH+KD
36.7894		HH
36.9473		HH
37.1052		HH
37.2631		HH+KD
37.8947		SD
38.5263		SD
39.1578		SD
39.4736		SD
39.7894		SD
39.9473		SD
40.1052		SD
40.4210		HH+KD
40.7368		HH
41.0526		HH+KD+SD
41.3684		HH
41.6842		HH+KD
42.0		HH
42.3157		HH+KD+SD
42.6315		HH
42.9473		HH+KD
43.2631		HH
43.5789		HH+KD+SD
43.8947		HH
44.2105		HH+KD
44.5263		HH
44.8421		HH+KD+SD
45.1578		HH
45.4736		HH+KD
45.7894		HH
46.1052		HH+KD+SD
46.4210		HH
46.7368		HH+KD
47.0526		HH
47.3684		HH+KD+SD
47.6842		HH
48.0		HH+KD
48.3157		HH
48.6315		HH+KD+SD
48.9473		HH
49.2631		HH+KD
49.5789		HH+SD
49.8947		HH+KD+SD
50.2105		HH
50.5263		HH+KD
50.8421		HH
51.1578		HH+KD+SD
51.4736		HH
51.7894		HH+KD
52.1052		HH
52.4210		HH+KD+SD
52.7368		HH
53.0526		HH+KD
53.3684		HH
53.6842		HH+KD+SD
54.0		HH
54.3157		HH+KD
54.6315		HH
54.9473		HH+KD+SD
55.2631		HH
55.5789		HH+KD
55.8947		HH
56.2105		HH+KD+SD
56.5263		HH
56.8421		HH+KD
57.1578		HH
57.4736		HH+KD+SD
57.7894		HH
58.1052		HT
58.2631		HT
58.4210		HT
58.5789		HT
58.7368		MT
58.8947		MT
59.0526		MT
59.2105		MT
59.3684		FT
59.5263		FT
59.6842		FT
59.8421		FT
60.0		FT
60.6315		HH+KD
60.7894		HH
60.9473		HH
61.1052		HH
61.2631		HH+KD
61.4210		HH
61.5789		HH
61.7368		HH
61.8947		HH+KD
62.0526		HH
62.2105		HH
62.3684		HH
62.5263		HH+KD
62.6842		HH
62.8421		HH
63.0		HH
63.1578		HH+KD
63.3157		HH
63.4736		HH
63.6315		HH
63.7894		HH+KD
63.9473		HH
64.1052		HH
64.2631		HH
64.4210		HH+KD
64.7368		HH
65.0526		SD+KD
65.6842		HH+KD
65.8421		HH
66.0		HH
66.1578		HH
66.3157		HH+KD
66.4736		HH
66.6315		HH
66.7894		HH
66.9473		HH+KD
67.1052		HH
67.2631		HH
67.4210		HH
67.5789		HH+KD
67.7368		HH
67.8947		HH
68.0526		HH
68.2105		HH+KD
68.3684		HH
68.5263		HH
68.6842		HH
68.8421		HH+KD
69.0		HH
69.1578		HH
69.3157		HH
69.4736		HH+KD
69.7894		HH
70.1052		SD+KD
70.7368		CY+KD
71.3684		HH+KD
71.5263		HH
71.6842		HH
71.8421		HH
72.0		HH+KD
72.1578		HH
72.3157		HH
72.4736		HH
72.6315		HH+KD
72.7894		HH
72.9473		HH
73.1052		HH
73.2631		HH+KD
73.4210		HH
73.5789		HH
73.7368		HH
73.8947		HH+KD
74.0526		HH
74.2105		HH
74.3684		HH
74.5263		HH+KD
74.8421		HH
75.1578		SD+KD
75.7894		HH+KD
75.9473		HH
76.1052		HH
76.2631		HH
76.4210		HH+KD
76.5789		HH
76.7368		HH
76.8947		HH
77.0526		HH+KD
77.2105		HH
77.3684		HH
77.5263		HH
77.6842		HH+KD
77.8421		HH
78.0		HH
78.1578		HH
78.3157		HH+KD
78.9473		HT+KD
79.1052		HT
79.2631		HT
79.5789		MT+KD
79.7368		MT
79.8947		MT
80.2105		FT+KD
80.3684		FT
80.5263		FT
80.8421		HH+KD
81.1578		HH
81.4736		HH+KD+SD
81.7894		HH
82.1052		HH+KD
82.4210		HH
82.7368		HH+KD+SD
83.0526		HH
83.3684		HH+KD
83.6842		HH
84.0		HH+KD+SD
84.3157		HH
84.6315		HH+KD
84.9473		HH
85.2631		HH+KD+SD
85.5789		HH
85.8947		HH+KD
86.2105		HH
86.5263		HH+KD+SD
86.8421		HH
87.1578		HH+KD
87.4736		HH
87.7894		HH+KD+SD
88.1052		HH
88.4210		HH+KD
88.7368		HH
89.0526		HH+KD+SD
89.3684		HH
89.6842		HH+KD
90.0		HH+SD
90.3157		HH+KD+SD
90.6315		HH
90.9473		HH+KD
91.2631		HH
91.5789		HH+KD+SD
91.8947		HH
92.2105		HH+KD
92.5263		HH
92.8421		HH+KD+SD
93.1578		HH
93.4736		HH+KD
93.7894		HH
94.1052		HH+KD+SD
94.4210		HH
94.7368		HH+KD
95.0526		HH
95.3684		HH+KD+SD
95.6842		HH
96.0		HH+KD
96.3157		HH
96.6315		HH+KD+SD
96.9473		HH
97.2631		HH+KD
97.5789		HH
97.8947		HH+KD+SD
98.2105		HH
98.5263		HT
98.6842		HT
98.8421		HT
99.0		HT
99.1578		MT
99.3157		MT
99.4736		MT
99.6315		MT
99.7894		FT
99.9473		FT
100.105		FT
100.263		FT
100.421		FT
101.052		CY+KD
101.684		REST
102.315		REST
